neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Upper East Side,40.76301,-73.96734,Private room,95,1,60,2019-05-24,1.31,3,351
Manhattan,East Harlem,40.79014,-73.94035,Private room,70,1,60,2019-06-11,1.74,1,66
Brooklyn,Bushwick,40.70587,-73.92358,Entire home/apt,94,2,13,2018-04-15,0.57,2,0
Manhattan,Harlem,40.80605,-73.94889,Entire home/apt,150,5,14,2019-05-24,0.67,1,16
Manhattan,Financial District,40.70727,-74.01026,Entire home/apt,235,2,3,2019-06-11,1.58,327,341
Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,250,3,16,2019-05-05,0.49,1,3
Brooklyn,Williamsburg,40.70694,-73.93246,Entire home/apt,100,14,10,2018-12-14,0.24,1,249
Queens,Flushing,40.76187,-73.82169,Private room,69,1,9,2019-06-28,4.91,6,365
Manhattan,Washington Heights,40.84437,-73.94328,Private room,70,3,2,2019-06-08,0.53,1,173
Brooklyn,Williamsburg,40.7112,-73.96566,Entire home/apt,105,7,3,2019-06-16,0.56,1,16
Brooklyn,Sunset Park,40.644,-74.01092,Private room,47,3,2,2015-11-02,0.04,1,0
Brooklyn,Bushwick,40.69871,-73.92877,Private room,70,1,93,2019-05-26,4.67,3,17
Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,2019-06-14,0.36,1,49
Manhattan,Financial District,40.70816,-74.0019,Entire home/apt,365,2,2,2019-06-10,1.02,1,127
Manhattan,Harlem,40.83051,-73.94537,Private room,48,1,13,2018-10-18,0.77,1,0
Manhattan,Upper West Side,40.77445,-73.98496,Entire home/apt,210,30,48,2019-01-03,0.6,1,36
Manhattan,Midtown,40.75396,-73.96559,Entire home/apt,380,3,10,2019-06-14,1.12,8,225
Manhattan,East Village,40.72073,-73.97839,Private room,84,3,163,2019-06-23,4.22,1,294
Manhattan,Upper West Side,40.78721,-73.97015,Entire home/apt,350,2,19,2019-06-16,1.5,1,163
Manhattan,Chelsea,40.74601,-73.99987,Private room,98,1,1,2015-12-14,0.02,1,0
Queens,Woodside,40.74723,-73.89706,Entire home/apt,120,3,60,2019-07-04,1.59,3,281
Manhattan,Greenwich Village,40.73088,-74.00035,Entire home/apt,140,1,1,2015-07-13,0.02,1,0
Manhattan,Harlem,40.80381,-73.95055,Entire home/apt,125,10,10,2018-12-11,0.64,1,0
Brooklyn,Williamsburg,40.71225,-73.94413,Private room,75,2,30,2019-07-05,2.65,2,2
Manhattan,Murray Hill,40.74838,-73.97695,Entire home/apt,150,30,1,2017-09-17,0.05,50,365
Manhattan,West Village,40.73414,-74.00001,Entire home/apt,225,3,12,2017-09-25,0.43,1,0
Brooklyn,Williamsburg,40.7133,-73.94838,Private room,92,4,18,2019-06-03,0.52,1,341
Brooklyn,Crown Heights,40.66482,-73.95345,Entire home/apt,125,3,2,2018-01-02,0.11,1,0
Queens,Rosedale,40.6599,-73.73221,Entire home/apt,105,2,29,2019-06-04,0.81,3,38
Manhattan,Hell's Kitchen,40.76303,-73.98894,Entire home/apt,149,30,2,2019-05-23,0.9,1,148
Manhattan,Harlem,40.82446,-73.95274,Private room,700,28,4,2016-10-03,0.05,1,22
Manhattan,Greenwich Village,40.72968,-74.00195,Entire home/apt,157,3,1,2019-06-28,1.0,1,169
Brooklyn,Crown Heights,40.66638,-73.95229,Private room,125,2,36,2018-12-01,0.6,1,7
Queens,Far Rockaway,40.59642,-73.75606,Private room,38,6,5,2017-12-02,0.11,43,313
Manhattan,Harlem,40.80653,-73.94942,Entire home/apt,160,1,15,2019-06-30,5.23,1,9
Queens,East Elmhurst,40.76185,-73.87392,Shared room,16,1,10,2019-06-16,1.36,1,0
Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.95824,Entire home/apt,120,1,282,2019-07-07,5.51,1,187
Brooklyn,Bensonhurst,40.61448,-74.00486,Entire home/apt,121,2,24,2019-04-21,0.64,1,14
Brooklyn,Williamsburg,40.70727,-73.95459,Entire home/apt,159,1,15,2019-05-26,0.22,2,194
Brooklyn,Bedford-Stuyvesant,40.68357,-73.94126,Entire home/apt,149,2,26,2019-06-23,0.67,3,360
Manhattan,East Village,40.7281,-73.97952,Entire home/apt,100,5,3,2018-01-13,0.07,1,0
Brooklyn,Bushwick,40.68923,-73.9154,Private room,50,1,11,2017-07-28,0.44,1,0
Brooklyn,Flatbush,40.64159,-73.95985,Entire home/apt,175,3,96,2019-06-22,2.5,1,209
Manhattan,East Village,40.73045,-73.98541,Entire home/apt,150,1,11,2013-12-25,0.13,1,0
Brooklyn,Williamsburg,40.71778,-73.95503,Entire home/apt,120,4,7,2018-04-16,0.24,1,0
Brooklyn,Gravesend,40.60626,-73.9754,Private room,40,1,1,2018-12-02,0.14,1,335
Brooklyn,Crown Heights,40.66452,-73.9337,Private room,33,30,1,2018-09-02,0.1,4,354
Brooklyn,Clinton Hill,40.684,-73.96368,Private room,130,1,3,2019-06-08,0.45,1,299
Brooklyn,Prospect-Lefferts Gardens,40.66066,-73.94409,Private room,100,2,24,2019-05-28,1.14,3,358
Queens,Sunnyside,40.7448,-73.92364,Private room,47,2,2,2017-10-16,0.09,2,0
Brooklyn,Carroll Gardens,40.68152,-73.99518,Entire home/apt,250,28,4,2018-07-21,0.09,1,0
Brooklyn,Bedford-Stuyvesant,40.69063,-73.93947,Private room,67,2,87,2019-06-30,2.51,1,60
Brooklyn,Bushwick,40.69414,-73.92477,Entire home/apt,98,2,7,2019-07-03,3.33,1,4
Brooklyn,Red Hook,40.67611,-74.01635,Entire home/apt,125,3,23,2019-06-03,0.64,1,77
Brooklyn,Cobble Hill,40.68557,-73.99829,Private room,85,2,11,2019-07-01,2.56,2,111
Queens,Long Island City,40.7613,-73.92864,Private room,60,7,1,2018-05-05,0.07,1,365
Brooklyn,Prospect Heights,40.67735,-73.96581,Entire home/apt,175,7,5,2018-08-28,0.14,1,16
Queens,Jackson Heights,40.75495,-73.87774,Entire home/apt,140,2,115,2019-06-24,3.34,1,298
Brooklyn,Bedford-Stuyvesant,40.69363,-73.9598,Private room,95,30,40,2019-06-01,0.8,11,331
Brooklyn,Bay Ridge,40.62433,-74.02892,Private room,85,2,1,2015-05-09,0.02,1,0
Brooklyn,Prospect Heights,40.67376,-73.96433,Entire home/apt,125,2,14,2019-06-17,0.73,1,9
Queens,Jamaica,40.67627,-73.77059,Private room,65,1,3,2018-12-30,0.12,2,179
Manhattan,Hell's Kitchen,40.75988,-73.99123,Private room,135,1,50,2019-07-07,6.2,6,316
Manhattan,East Village,40.72336,-73.98465,Entire home/apt,443,1,28,2019-06-23,4.75,1,293
Manhattan,Morningside Heights,40.81615,-73.95921,Private room,65,1,1,2015-09-14,0.02,1,0
Brooklyn,Williamsburg,40.71508,-73.94586,Private room,100,4,38,2019-06-12,1.06,1,10
Manhattan,East Village,40.72701,-73.97909,Private room,50,1,5,2018-12-26,0.46,1,0
Brooklyn,East Flatbush,40.66393,-73.9279,Entire home/apt,110,1,80,2019-05-26,3.57,1,81
Brooklyn,Bedford-Stuyvesant,40.68302,-73.94897,Private room,50,2,5,2019-04-29,0.56,1,0
Brooklyn,Bushwick,40.69452,-73.92807,Private room,41,1,72,2018-06-09,1.88,7,0
Brooklyn,Bedford-Stuyvesant,40.68736,-73.93827,Entire home/apt,400,2,13,2019-06-23,5.34,1,278
Brooklyn,Williamsburg,40.70882,-73.95445,Private room,90,2,4,2017-05-08,0.15,1,0
Brooklyn,Borough Park,40.64314,-73.99221,Shared room,30,5,7,2019-06-14,1.0,8,365
Brooklyn,Williamsburg,40.7083,-73.95473,Private room,60,1,4,2016-05-28,0.1,1,0
Brooklyn,Williamsburg,40.70622,-73.9495,Private room,95,2,4,2019-05-26,0.36,2,28
Manhattan,Midtown,40.75271,-73.96575,Entire home/apt,714,28,1,2019-02-05,0.19,49,257
Manhattan,Chelsea,40.74946,-73.99614,Private room,75,2,17,2019-06-24,2.8,1,11
Manhattan,East Harlem,40.79474,-73.94932,Entire home/apt,185,1,81,2019-06-22,3.98,1,65
Manhattan,Upper East Side,40.76765,-73.95892,Entire home/apt,115,3,9,2019-07-05,1.6,1,19
Brooklyn,Bedford-Stuyvesant,40.68868,-73.95623,Private room,79,2,5,2019-06-28,4.17,4,351
Manhattan,Kips Bay,40.74533,-73.9772,Entire home/apt,128,2,5,2018-05-28,0.19,1,0
Brooklyn,Greenpoint,40.72049,-73.95221,Private room,90,2,2,2018-10-08,0.02,2,89
Manhattan,Upper West Side,40.77692,-73.97977,Private room,85,1,34,2019-07-02,0.71,1,8
Manhattan,Greenwich Village,40.73247,-73.99998,Private room,130,3,11,2018-07-16,0.55,1,0
Manhattan,Washington Heights,40.84239,-73.93574,Entire home/apt,139,4,3,2016-09-27,0.07,1,0
Brooklyn,Williamsburg,40.7179,-73.95702,Private room,72,21,1,2017-02-21,0.03,1,0
Manhattan,Harlem,40.81265,-73.95261,Entire home/apt,250,2,3,2019-04-01,0.31,2,0
Brooklyn,Bushwick,40.70464,-73.91556,Private room,69,2,23,2019-06-03,0.89,3,145
Brooklyn,Crown Heights,40.66798,-73.95528,Private room,72,2,16,2019-06-23,0.99,1,0
Brooklyn,Bedford-Stuyvesant,40.69118,-73.95928,Entire home/apt,160,2,14,2016-05-21,0.3,1,0
Manhattan,Harlem,40.82645,-73.94426,Private room,57,3,90,2019-06-16,2.26,1,247
Manhattan,Midtown,40.75294,-73.97105,Private room,70,5,1,2019-02-20,0.22,1,0
Brooklyn,Prospect-Lefferts Gardens,40.65621,-73.95696,Entire home/apt,80,21,3,2017-08-27,0.07,1,0
Brooklyn,Bedford-Stuyvesant,40.68788,-73.95741,Entire home/apt,95,2,4,2018-05-02,0.26,1,0
Manhattan,East Village,40.7249,-73.98026,Entire home/apt,250,2,5,2019-06-11,0.48,1,0
Brooklyn,Williamsburg,40.71952,-73.94165,Private room,70,2,41,2019-06-30,2.73,1,14
Bronx,Williamsbridge,40.87831,-73.86511,Entire home/apt,350,2,3,2019-06-09,0.41,3,323
Brooklyn,Crown Heights,40.66611,-73.93708,Private room,90,2,38,2019-06-27,1.59,3,45
Brooklyn,Williamsburg,40.71349,-73.9629,Entire home/apt,165,5,26,2016-10-12,0.47,1,0
Manhattan,East Harlem,40.80041,-73.94615,Private room,59,1,1,2019-07-07,1.0,1,42
Brooklyn,Crown Heights,40.67385,-73.92071,Entire home/apt,295,3,3,2019-07-02,3.0,1,356
Manhattan,Greenwich Village,40.73239,-73.9996,Entire home/apt,103,2,15,2018-10-28,0.57,1,0
Brooklyn,Williamsburg,40.71736,-73.95394,Private room,50,2,3,2019-05-03,0.78,2,330
Manhattan,Hell's Kitchen,40.75917,-73.99785,Entire home/apt,305,2,4,2019-06-30,4.0,1,44
Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,2015-08-17,0.06,1,0
Brooklyn,Greenpoint,40.72357,-73.95057,Entire home/apt,225,2,2,2018-08-22,0.09,1,34
Brooklyn,Bushwick,40.69177,-73.90451,Entire home/apt,155,2,207,2019-06-23,4.89,1,20
Bronx,Kingsbridge,40.86313,-73.90183,Shared room,35,1,3,2019-04-06,0.94,1,0
Brooklyn,Windsor Terrace,40.65256,-73.9798,Private room,60,1,1,2016-08-14,0.03,4,0
Brooklyn,Williamsburg,40.71777,-73.94874,Private room,90,2,2,2019-05-23,1.18,1,0
Brooklyn,Williamsburg,40.70471,-73.94151,Private room,42,4,7,2018-10-03,0.37,1,0
Manhattan,Kips Bay,40.74295,-73.97392,Entire home/apt,165,3,2,2019-07-01,0.11,1,2
Manhattan,East Village,40.72514,-73.9896,Entire home/apt,300,1,1,2016-05-30,0.03,1,0
Queens,Maspeth,40.73612,-73.89519,Private room,50,1,19,2019-06-30,8.03,4,165
Manhattan,Kips Bay,40.74423,-73.97614,Entire home/apt,195,4,30,2019-05-28,0.45,1,4
Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,200,4,30,2017-10-24,0.65,1,0
Manhattan,Chelsea,40.74605,-73.99906,Private room,125,2,153,2019-06-28,2.17,1,161
Manhattan,Murray Hill,40.74846,-73.97448,Entire home/apt,241,2,4,2019-06-03,1.3,327,130
Queens,Elmhurst,40.73753,-73.87054,Shared room,15,1,19,2019-06-20,1.71,2,271
Brooklyn,Prospect Heights,40.675,-73.9656,Private room,34,2,2,2016-03-10,0.05,1,0
Brooklyn,Williamsburg,40.71536,-73.94058,Private room,69,5,6,2019-01-02,0.51,1,0
Brooklyn,Prospect Heights,40.68215,-73.97002,Entire home/apt,220,2,9,2019-06-30,0.64,1,85
Manhattan,Midtown,40.75966,-73.96828,Entire home/apt,235,30,23,2019-04-12,0.68,1,134
Manhattan,Washington Heights,40.83265,-73.94012,Entire home/apt,120,1,57,2019-06-23,4.25,6,154
Brooklyn,Sunset Park,40.66201,-73.99719,Private room,50,10,1,2016-11-08,0.03,2,0
Manhattan,Upper West Side,40.79595,-73.97485,Entire home/apt,380,3,2,2019-04-21,0.74,1,0
Manhattan,Upper West Side,40.77597,-73.97686,Private room,179,1,4,2018-03-17,0.25,4,270
Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.96237,Entire home/apt,90,30,32,2016-10-11,0.37,1,50
Brooklyn,Bedford-Stuyvesant,40.68166,-73.94325,Entire home/apt,149,2,20,2019-06-09,0.31,1,355
Manhattan,Washington Heights,40.84872,-73.93633,Private room,69,1,1,2015-07-18,0.02,1,0
Brooklyn,Bedford-Stuyvesant,40.68041,-73.93612,Entire home/apt,100,3,83,2019-05-31,1.9,2,224
Queens,Elmhurst,40.72381,-73.88688,Private room,59,3,8,2019-06-26,0.83,1,73
Queens,Jamaica,40.66793,-73.78452,Private room,67,1,95,2019-07-05,15.32,8,145
Brooklyn,Borough Park,40.62586,-73.98079,Entire home/apt,70,5,33,2018-05-29,0.81,1,27
Queens,Belle Harbor,40.57491,-73.84962,Entire home/apt,200,1,32,2019-06-24,3.02,2,324
Manhattan,East Harlem,40.80296,-73.9369,Private room,40,7,1,2018-01-05,0.05,1,0
Queens,Ozone Park,40.68042,-73.85515,Entire home/apt,70,3,1,2019-04-01,0.3,3,53
Brooklyn,Bedford-Stuyvesant,40.67798,-73.93734,Private room,128,2,3,2016-10-11,0.08,3,12
Manhattan,Lower East Side,40.71401,-73.98917,Shared room,40,1,214,2019-07-05,1.81,4,188
Manhattan,Nolita,40.72342,-73.99408,Entire home/apt,250,2,2,2019-01-01,0.28,1,0
Brooklyn,Prospect Heights,40.67841,-73.9698,Entire home/apt,175,7,5,2018-10-25,0.18,1,0
Brooklyn,Crown Heights,40.67434,-73.95728,Entire home/apt,150,2,37,2019-05-19,0.58,2,230
Manhattan,East Harlem,40.79619,-73.93653,Entire home/apt,359,5,4,2019-07-03,3.33,1,193
Bronx,Fordham,40.86003,-73.89314,Private room,47,1,2,2019-05-27,1.36,1,236
Brooklyn,Greenpoint,40.73282,-73.9564,Entire home/apt,109,30,9,2017-03-31,0.26,1,0
Manhattan,Upper East Side,40.76938,-73.96732,Entire home/apt,150,1,2,2017-12-30,0.11,1,0
Manhattan,Gramercy,40.7368,-73.98518,Private room,110,1,69,2019-06-23,4.34,1,176
Manhattan,Theater District,40.76035,-73.98026,Shared room,99,2,62,2019-05-23,2.22,1,21
Manhattan,Upper West Side,40.79,-73.96851,Entire home/apt,148,2,5,2018-11-25,0.34,1,2
Brooklyn,Bedford-Stuyvesant,40.69026,-73.92701,Private room,50,4,2,2018-01-01,0.09,2,0
Brooklyn,East Flatbush,40.64245,-73.94603,Private room,48,1,1,2019-04-22,0.38,5,0
Brooklyn,Prospect-Lefferts Gardens,40.66199,-73.94135,Private room,70,1,12,2019-06-30,1.86,5,119
Manhattan,Murray Hill,40.7512,-73.97738,Entire home/apt,175,30,2,2019-04-30,0.38,91,241
Brooklyn,Williamsburg,40.71964,-73.95538,Entire home/apt,159,28,4,2018-04-30,0.1,1,0
Brooklyn,Bedford-Stuyvesant,40.68408,-73.93383,Entire home/apt,215,2,49,2019-06-21,3.95,2,218
Manhattan,Upper West Side,40.79071,-73.97408,Entire home/apt,145,3,8,2016-06-13,0.13,1,0
Brooklyn,Bushwick,40.69477,-73.93011,Entire home/apt,180,3,6,2019-06-24,2.86,1,119
Brooklyn,Bushwick,40.6861,-73.91241,Private room,60,2,70,2019-07-01,1.39,2,70
Brooklyn,Williamsburg,40.71675,-73.96226,Entire home/apt,500,7,5,2018-12-30,0.16,1,106
Manhattan,Upper West Side,40.80258,-73.9676,Private room,75,2,8,2017-08-04,0.26,1,0
Manhattan,Financial District,40.70626,-74.00481,Private room,147,1,13,2019-06-09,1.62,1,177
Manhattan,Financial District,40.70776,-74.01169,Entire home/apt,396,2,6,2019-06-23,3.0,327,328
Queens,Ditmars Steinway,40.77108,-73.91378,Entire home/apt,100,2,25,2019-06-26,3.55,1,294
Brooklyn,Bushwick,40.6879,-73.91183,Private room,39,2,1,2018-07-27,0.09,1,0
Brooklyn,Midwood,40.62908,-73.95965,Private room,68,7,1,2012-12-12,0.01,1,87
Brooklyn,Downtown Brooklyn,40.69293,-73.98495,Private room,85,4,13,2018-10-29,0.54,1,5
Manhattan,Hell's Kitchen,40.75617,-73.99824,Private room,200,4,1,2019-04-28,0.41,1,22
Queens,Astoria,40.76255,-73.91934,Entire home/apt,160,6,2,2018-11-21,0.19,1,19
Brooklyn,Bedford-Stuyvesant,40.69443,-73.94316,Private room,40,1,5,2016-06-07,0.13,1,0
Manhattan,Chelsea,40.74301,-73.9937,Entire home/apt,249,1,8,2019-06-22,4.8,1,131
Manhattan,Upper East Side,40.78068,-73.94963,Private room,200,2,43,2019-06-15,2.33,1,8
Manhattan,Midtown,40.75247,-73.9695,Entire home/apt,119,2,3,2018-04-26,0.2,1,0
Brooklyn,Clinton Hill,40.68443,-73.96337,Entire home/apt,125,3,124,2019-05-27,1.56,1,158
Manhattan,Harlem,40.80989,-73.9549,Private room,174,1,111,2019-06-13,5.37,5,244
Bronx,Unionport,40.82661,-73.8571,Entire home/apt,100,2,16,2019-06-30,4.32,2,161
Brooklyn,Windsor Terrace,40.65639,-73.98242,Entire home/apt,250,1,2,2018-08-18,0.18,1,0
Manhattan,Hell's Kitchen,40.76738,-73.98743,Private room,61,30,3,2018-08-05,0.1,4,180
Manhattan,Hell's Kitchen,40.76636,-73.99334,Private room,150,1,9,2019-05-26,0.44,2,88
Manhattan,Battery Park City,40.71617,-74.01468,Private room,225,1,1,2016-11-05,0.03,1,0
Manhattan,Washington Heights,40.83549,-73.94729,Entire home/apt,105,3,8,2017-07-05,0.21,1,0
Manhattan,East Village,40.72844,-73.98296,Entire home/apt,115,3,1,2019-03-11,0.25,1,5
Manhattan,Harlem,40.81589,-73.93686,Entire home/apt,76,3,1,2018-11-25,0.13,1,0
Brooklyn,Sunset Park,40.66227,-73.99138,Private room,50,1,1,2016-02-12,0.02,1,0
Queens,Long Island City,40.75607,-73.93022,Private room,100,2,91,2019-06-23,3.54,2,21
Brooklyn,Williamsburg,40.70741,-73.94285,Private room,77,6,30,2019-04-02,1.19,1,71
Manhattan,Hell's Kitchen,40.75437,-73.99334,Private room,99,4,2,2015-06-14,0.04,1,0
Brooklyn,Williamsburg,40.71792,-73.95312,Private room,500,28,1,2018-12-31,0.16,1,89
Brooklyn,Bushwick,40.70073,-73.94037,Entire home/apt,250,1,7,2019-06-29,1.06,2,5
Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,2019-06-30,1.45,3,323
Bronx,Kingsbridge,40.87256,-73.89978,Entire home/apt,95,1,4,2019-07-01,4.0,1,84
Manhattan,Gramercy,40.73771,-73.98058,Entire home/apt,150,30,1,2014-10-08,0.02,52,342
Brooklyn,Fort Hamilton,40.61364,-74.0354,Entire home/apt,160,2,4,2019-04-11,0.42,1,313
Manhattan,Nolita,40.72291,-73.9945,Entire home/apt,175,3,6,2016-02-03,0.14,1,0
Brooklyn,Bushwick,40.70068,-73.92211,Private room,85,3,3,2018-01-04,0.13,2,281
Manhattan,Chinatown,40.71353,-73.99632,Private room,115,2,18,2018-10-08,0.74,1,0
Brooklyn,Crown Heights,40.67756,-73.95427,Private room,56,4,34,2019-06-20,1.23,1,18
Manhattan,Upper East Side,40.77097,-73.95843,Entire home/apt,115,5,4,2016-08-16,0.11,1,0
Manhattan,Hell's Kitchen,40.76039,-73.99028,Entire home/apt,399,2,80,2019-06-24,2.11,1,212
Bronx,Wakefield,40.89702,-73.85723,Entire home/apt,289,2,14,2019-07-07,2.96,2,356
Brooklyn,Sunset Park,40.65917,-73.99137,Entire home/apt,175,1,17,2018-08-26,0.56,1,0
Brooklyn,Bedford-Stuyvesant,40.68793,-73.95246,Private room,57,30,1,2017-02-18,0.03,43,365
Manhattan,Greenwich Village,40.72951,-73.99997,Private room,150,2,60,2019-06-30,2.37,1,125
Brooklyn,Carroll Gardens,40.68353,-73.9914,Entire home/apt,189,2,13,2016-09-05,0.18,1,0
Brooklyn,Greenpoint,40.73464,-73.95413,Private room,70,4,17,2019-05-20,0.37,2,159
Manhattan,East Harlem,40.79737,-73.93185,Entire home/apt,300,3,53,2019-06-30,2.03,1,104
Queens,Astoria,40.76417,-73.92816,Entire home/apt,99,31,4,2018-10-31,0.11,1,5
Manhattan,East Village,40.72436,-73.98235,Entire home/apt,199,2,9,2019-06-28,0.8,1,0
Brooklyn,Williamsburg,40.71427,-73.94671,Entire home/apt,145,3,166,2019-06-20,2.15,2,151
Brooklyn,Greenpoint,40.72513,-73.94829,Private room,110,2,21,2019-06-24,1.37,1,336
Brooklyn,Bedford-Stuyvesant,40.68,-73.95526,Private room,50,3,5,2017-05-29,0.13,1,0
Manhattan,Upper West Side,40.77864,-73.98437,Entire home/apt,150,30,18,2019-05-20,0.29,2,135
Manhattan,East Village,40.72297,-73.97973,Private room,99,3,12,2019-04-29,0.26,4,0
Brooklyn,Midwood,40.61567,-73.95488,Entire home/apt,115,1,75,2019-07-07,2.0,1,81
Queens,Ridgewood,40.70804,-73.89747,Entire home/apt,105,7,2,2019-01-01,0.22,1,93
Brooklyn,Windsor Terrace,40.65818,-73.98031,Entire home/apt,165,3,55,2019-07-02,5.11,1,37
Manhattan,Harlem,40.81301,-73.94955,Private room,120,2,44,2019-06-12,1.18,1,96
Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,2018-09-24,0.4,1,0
Manhattan,Chelsea,40.74507,-73.99452,Entire home/apt,175,7,6,2017-09-09,0.16,1,0
Manhattan,Financial District,40.70753,-74.00514,Entire home/apt,205,29,1,2018-05-04,0.07,96,338
Manhattan,Washington Heights,40.8385,-73.94313,Private room,70,3,15,2017-05-02,0.43,1,95
Brooklyn,Sunset Park,40.64187,-74.01252,Private room,30,2,1,2016-09-06,0.03,1,0
Brooklyn,Flatbush,40.64167,-73.95465,Private room,40,3,4,2017-08-01,0.09,2,0
Brooklyn,Clinton Hill,40.68623,-73.96755,Entire home/apt,220,30,1,2015-08-09,0.02,1,0
Staten Island,Clifton,40.62356,-74.07571,Entire home/apt,120,1,82,2019-06-30,2.26,1,310
Manhattan,Theater District,40.75885,-73.98147,Private room,120,3,25,2018-11-03,1.72,1,0
Brooklyn,Williamsburg,40.71048,-73.96292,Private room,74,29,17,2018-11-30,0.55,1,0
Brooklyn,Bushwick,40.70034,-73.9284,Private room,75,7,100,2019-06-25,4.97,3,25
Bronx,Tremont,40.84289,-73.88773,Entire home/apt,40,2,17,2019-06-28,2.7,1,107
Manhattan,Midtown,40.7523,-73.99024,Entire home/apt,210,5,7,2019-01-03,0.63,1,0
Brooklyn,Williamsburg,40.71934,-73.96136,Entire home/apt,162,5,3,2019-06-04,0.51,1,5
Brooklyn,Bedford-Stuyvesant,40.6918,-73.94341,Private room,60,2,19,2019-05-03,2.14,2,251
Brooklyn,Williamsburg,40.70898,-73.95086,Private room,90,3,1,2018-01-02,0.05,1,0
Manhattan,Hell's Kitchen,40.76719,-73.98533,Entire home/apt,97,30,6,2017-08-09,0.12,52,365
Brooklyn,Williamsburg,40.72043,-73.95508,Entire home/apt,150,2,13,2017-04-17,0.41,1,0
Bronx,Williamsbridge,40.88049,-73.8613,Private room,41,3,1,2018-02-11,0.06,4,0
Manhattan,Midtown,40.75869,-73.96725,Entire home/apt,195,5,12,2019-07-01,7.83,1,6
Brooklyn,Williamsburg,40.70953,-73.96445,Entire home/apt,190,5,18,2019-05-29,0.57,1,5
Bronx,Wakefield,40.89338,-73.84785,Entire home/apt,309,2,10,2019-06-30,5.56,1,173
Manhattan,Kips Bay,40.74443,-73.97949,Entire home/apt,235,3,2,2016-03-15,0.05,1,0
Brooklyn,Williamsburg,40.71033,-73.9647,Private room,100,28,20,2019-05-31,1.62,1,309
Manhattan,Inwood,40.86524,-73.92195,Private room,45,1,12,2019-02-08,1.37,1,0
Brooklyn,Crown Heights,40.67085,-73.93866,Private room,60,20,3,2019-03-18,0.39,1,0
Manhattan,Murray Hill,40.74636,-73.9783,Entire home/apt,150,30,1,2016-02-19,0.02,31,125
Queens,Astoria,40.77326,-73.92677,Private room,50,4,1,2017-09-22,0.05,1,0
Brooklyn,East Flatbush,40.64743,-73.94356,Private room,43,3,3,2019-03-21,0.43,2,58
Queens,Flushing,40.755,-73.82333,Entire home/apt,120,1,2,2017-08-29,0.09,1,0
Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98
Manhattan,Harlem,40.82524,-73.94186,Entire home/apt,78,5,13,2018-09-16,0.22,1,0
Manhattan,Upper East Side,40.77032,-73.95268,Entire home/apt,179,1,138,2019-06-16,3.3,1,252
Queens,Laurelton,40.68104,-73.74821,Entire home/apt,50,1,14,2019-06-24,1.53,1,356
Manhattan,Harlem,40.80797,-73.9489,Private room,75,5,46,2019-05-05,0.6,1,343
Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,42,1,72,2019-06-17,0.84,2,96
Brooklyn,Bedford-Stuyvesant,40.68446,-73.95182,Entire home/apt,149,3,14,2019-05-25,1.88,2,0
Manhattan,Hell's Kitchen,40.76213,-74.00126,Entire home/apt,144,2,2,2019-01-03,0.18,1,0
Manhattan,Little Italy,40.71862,-73.99677,Private room,115,5,3,2019-04-02,0.32,3,67
Brooklyn,Williamsburg,40.71225,-73.94961,Private room,50,2,2,2019-07-01,0.92,1,0
Manhattan,East Village,40.72679,-73.98598,Entire home/apt,120,1,73,2019-01-01,1.07,1,49
Brooklyn,Park Slope,40.66766,-73.98257,Entire home/apt,175,2,10,2016-09-14,0.25,1,0
Brooklyn,Williamsburg,40.70683,-73.95375,Private room,65,1,10,2019-05-20,0.44,1,73
Manhattan,Murray Hill,40.74957,-73.97683,Entire home/apt,111,30,1,2019-06-13,1.0,50,332
Manhattan,Chelsea,40.74889,-74.00132,Entire home/apt,320,3,40,2019-06-16,4.53,1,95
Brooklyn,East Flatbush,40.65615,-73.91619,Entire home/apt,130,1,9,2019-04-07,1.65,1,189
Brooklyn,Sunset Park,40.65413,-74.00242,Entire home/apt,180,2,19,2019-06-09,0.99,2,15
Manhattan,Morningside Heights,40.80596,-73.96471,Entire home/apt,170,1,7,2016-10-08,0.16,1,0
Queens,East Elmhurst,40.75782,-73.8844,Private room,42,10,3,2019-06-02,0.5,1,326
Manhattan,Harlem,40.82004,-73.95063,Private room,40,2,3,2017-01-23,0.1,1,0
Queens,Woodhaven,40.68904,-73.85052,Entire home/apt,71,1,155,2019-07-01,4.34,1,173
Manhattan,Upper West Side,40.77747,-73.98095,Private room,150,3,10,2019-05-27,0.16,1,42
Brooklyn,Flatlands,40.62276,-73.93289,Entire home/apt,65,14,1,2015-08-01,0.02,1,0
